data;miesiac;oddzial;nr_transakcji;sku;nazwa_produktu;kategoria;ilosc;cena_jedn;cena_katalogowa;rabat;wartosc_brutto
2025-03-26;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-26;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-03-26;2025-03;Warszawa;WAW/2025/00249;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-03-26;2025-03;Warszawa;WAW/2025/00391;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-03-27;2025-03;Gdańsk;GDA-0110;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;6;89,0;89,0;nie;534,0
2025-03-27;2025-03;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-27;2025-03;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;75,65;89,0;tak;75,65
2025-03-27;2025-03;Warszawa;WAW/2025/00091;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-27;2025-03;Warszawa;WAW/2025/00484;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;3;89,0;89,0;nie;267,0
2025-03-28;2025-03;Gdańsk;GDA-0113;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-03-28;2025-03;Gdańsk;GDA-0192;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;2;21,25;25,0;tak;42,5
2025-03-28;2025-03;Kraków;;AKC-001;Drip V60 ceramiczny;Akcesoria;2;119,0;119,0;nie;238,0
2025-03-28;2025-03;Warszawa;WAW/2025/00068;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;33,15;39,0;tak;33,15
2025-03-28;2025-03;Warszawa;WAW/2025/00069;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;84,15;99,0;tak;84,15
2025-03-28;2025-03;Warszawa;WAW/2025/00077;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-03-28;2025-03;Warszawa;WAW/2025/00118;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-28;2025-03;Warszawa;WAW/2025/00390;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-29;2025-03;Gdańsk;GDA-0148;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-03-29;2025-03;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;16,15;19,0;tak;16,15
2025-03-29;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-29;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-03-29;2025-03;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-03-29;2025-03;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-03-29;2025-03;Warszawa;WAW/2025/00327;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-03-30;2025-03;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-03-30;2025-03;Warszawa;WAW/2025/00254;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;28,9;34,0;tak;28,9
2025-03-31;2025-03;Gdańsk;GDA-0224;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;4;19,0;19,0;nie;76,0
2025-03-31;2025-03;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-03-31;2025-03;Warszawa;WAW/2025/00041;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-03-31;2025-03;Warszawa;WAW/2025/00442;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-03-31;2025-03;Warszawa;WAW/2025/00485;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-01;2025-04;Gdańsk;GDA-0152;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-04-01;2025-04;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;84,15;99,0;tak;84,15
2025-04-01;2025-04;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-04-01;2025-04;Warszawa;WAW/2025/00053;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-01;2025-04;Warszawa;WAW/2025/00381;KAW-007;Kapsułki Lungo 30 szt.;Kawa;4;30,6;36,0;tak;122,4
2025-04-01;2025-04;Warszawa;WAW/2025/00489;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-04-02;2025-04;Gdańsk;GDA-0109;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-02;2025-04;Gdańsk;GDA-0173;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-02;2025-04;Gdańsk;GDA-0202;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;4;42,0;42,0;nie;168,0
2025-04-02;2025-04;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-04-02;2025-04;Warszawa;WAW/2025/00039;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-04-02;2025-04;Warszawa;WAW/2025/00271;AKC-003;Młynek ręczny stalowy;Akcesoria;2;189,0;189,0;nie;378,0
2025-04-02;2025-04;Warszawa;WAW/2025/00410;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-04-02;2025-04;Warszawa;WAW/2025/00458;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-03;2025-04;Gdańsk;GDA-0039;HER-001;Herbata czarna Assam 100 g;Herbata;3;20,4;24,0;tak;61,2
2025-04-03;2025-04;Gdańsk;GDA-0049;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-04-03;2025-04;Gdańsk;GDA-0144;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-04-03;2025-04;Gdańsk;GDA-0162;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-04-03;2025-04;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;6;24,0;24,0;nie;144,0
2025-04-03;2025-04;Warszawa;WAW/2025/00134;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;36,0;36,0;nie;108,0
2025-04-03;2025-04;Warszawa;WAW/2025/00401;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;2;25,0;25,0;nie;50,0
2025-04-04;2025-04;Gdańsk;GDA-0121;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-04;2025-04;Gdańsk;GDA-0247;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;84,15;99,0;tak;84,15
2025-04-04;2025-04;Kraków;;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-04-04;2025-04;Warszawa;WAW/2025/00115;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-04-04;2025-04;Warszawa;WAW/2025/00194;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;4;39,0;39,0;nie;156,0
2025-04-04;2025-04;Warszawa;WAW/2025/00196;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;35,7;42,0;tak;71,4
2025-04-04;2025-04;Warszawa;WAW/2025/00409;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;3;34,0;34,0;nie;102,0
2025-04-04;2025-04;Warszawa;WAW/2025/00426;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-04-04;2025-04;Warszawa;WAW/2025/00437;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-04-05;2025-04;Gdańsk;GDA-0068;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-04-05;2025-04;Gdańsk;GDA-0105;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-05;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-05;2025-04;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-05;2025-04;Warszawa;WAW/2025/00225;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-05;2025-04;Warszawa;WAW/2025/00262;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-04-05;2025-04;Warszawa;WAW/2025/00492;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-06;2025-04;Gdańsk;GDA-0137;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-04-06;2025-04;Gdańsk;GDA-0154;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-06;2025-04;Gdańsk;GDA-0179;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;3;89,0;89,0;nie;267,0
2025-04-06;2025-04;Gdańsk;GDA-0296;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-06;2025-04;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-04-06;2025-04;Warszawa;WAW/2025/00385;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-07;2025-04;Gdańsk;GDA-0060;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;2;149,0;149,0;nie;298,0
2025-04-07;2025-04;Gdańsk;GDA-0240;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-04-07;2025-04;Warszawa;WAW/2025/00030;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-07;2025-04;Warszawa;WAW/2025/00133;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-04-07;2025-04;Warszawa;WAW/2025/00159;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-04-07;2025-04;Warszawa;WAW/2025/00214;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;27,2;32,0;tak;27,2
2025-04-08;2025-04;Gdańsk;GDA-0006;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-04-08;2025-04;Gdańsk;GDA-0233;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-08;2025-04;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-08;2025-04;Kraków;;AKC-006;Waga kuchenna z timerem;Akcesoria;4;99,0;99,0;nie;396,0
2025-04-08;2025-04;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-04-08;2025-04;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-04-08;2025-04;Warszawa;WAW/2025/00022;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-08;2025-04;Warszawa;WAW/2025/00299;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-04-08;2025-04;Warszawa;WAW/2025/00412;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-04-09;2025-04;Gdańsk;GDA-0045;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-09;2025-04;Gdańsk;GDA-0056;HER-002;Herbata zielona Sencha 100 g;Herbata;4;29,0;29,0;nie;116,0
2025-04-09;2025-04;Gdańsk;GDA-0083;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;6;99,0;99,0;nie;594,0
2025-04-09;2025-04;Gdańsk;GDA-0297;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-09;2025-04;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-04-09;2025-04;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;6;95,0;95,0;nie;570,0
2025-04-09;2025-04;Warszawa;WAW/2025/00310;HER-005;Yerba Mate Klasyczna 500 g;Herbata;2;32,0;32,0;nie;64,0
2025-04-09;2025-04;Warszawa;WAW/2025/00494;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-04-10;2025-04;Gdańsk;GDA-0167;AKC-005;Kubek termiczny 350 ml;Akcesoria;2;59,0;59,0;nie;118,0
2025-04-10;2025-04;Gdańsk;GDA-0242;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-10;2025-04;Gdańsk;GDA-0266;AKC-005;Kubek termiczny 350 ml;Akcesoria;6;59,0;59,0;nie;354,0
2025-04-10;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-10;2025-04;Kraków;;HER-006;Matcha ceremonialna 30 g;Herbata;3;69,0;69,0;nie;207,0
2025-04-10;2025-04;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-10;2025-04;Kraków;;HER-001;Herbata czarna Assam 100 g;Herbata;3;24,0;24,0;nie;72,0
2025-04-10;2025-04;Warszawa;WAW/2025/00207;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-04-10;2025-04;Warszawa;WAW/2025/00293;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;25,0;25,0;nie;25,0
2025-04-11;2025-04;Gdańsk;GDA-0225;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;3;99,0;99,0;nie;297,0
2025-04-11;2025-04;Gdańsk;GDA-0264;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-04-11;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-11;2025-04;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-11;2025-04;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-04-11;2025-04;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-04-11;2025-04;Warszawa;WAW/2025/00063;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-04-11;2025-04;Warszawa;WAW/2025/00128;HER-002;Herbata zielona Sencha 100 g;Herbata;1;24,65;29,0;tak;24,65
2025-04-11;2025-04;Warszawa;WAW/2025/00302;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-12;2025-04;Gdańsk;GDA-0237;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-04-12;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;2;49,0;49,0;nie;98,0
2025-04-12;2025-04;Kraków;;AKC-006;Waga kuchenna z timerem;Akcesoria;1;84,15;99,0;tak;84,15
2025-04-12;2025-04;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;3;29,0;29,0;nie;87,0
2025-04-12;2025-04;Warszawa;WAW/2025/00046;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;16,15;19,0;tak;16,15
2025-04-12;2025-04;Warszawa;WAW/2025/00151;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-04-12;2025-04;Warszawa;WAW/2025/00191;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-04-12;2025-04;Warszawa;WAW/2025/00192;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-13;2025-04;Gdańsk;GDA-0122;HER-006;Matcha ceremonialna 30 g;Herbata;1;58,65;69,0;tak;58,65
2025-04-13;2025-04;Kraków;;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-04-13;2025-04;Warszawa;WAW/2025/00301;KAW-007;Kapsułki Lungo 30 szt.;Kawa;3;36,0;36,0;nie;108,0
2025-04-13;2025-04;Warszawa;WAW/2025/00331;AKC-001;Drip V60 ceramiczny;Akcesoria;1;119,0;119,0;nie;119,0
2025-04-13;2025-04;Warszawa;WAW/2025/00423;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;6;39,0;39,0;nie;234,0
2025-04-13;2025-04;Warszawa;WAW/2025/00461;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-13;2025-04;Warszawa;WAW/2025/00498;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-04-14;2025-04;Gdańsk;GDA-0203;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-04-14;2025-04;Kraków;;AKC-004;French press 1 l;Akcesoria;1;79,0;79,0;nie;79,0
2025-04-14;2025-04;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-04-14;2025-04;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-04-14;2025-04;Warszawa;WAW/2025/00341;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-04-14;2025-04;Warszawa;WAW/2025/00369;HER-006;Matcha ceremonialna 30 g;Herbata;4;69,0;69,0;nie;276,0
2025-04-15;2025-04;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-04-15;2025-04;Kraków;;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;1;19,0;19,0;nie;19,0
2025-04-15;2025-04;Kraków;;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-04-15;2025-04;Warszawa;WAW/2025/00406;AKC-002;Filtry papierowe V60 100 szt.;Akcesoria;1;25,0;25,0;nie;25,0
2025-04-16;2025-04;Gdańsk;GDA-0222;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;80,75;95,0;tak;80,75
2025-04-16;2025-04;Gdańsk;GDA-0257;KAW-007;Kapsułki Lungo 30 szt.;Kawa;2;36,0;36,0;nie;72,0
2025-04-16;2025-04;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-04-16;2025-04;Kraków;;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-04-16;2025-04;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;1;34,0;34,0;nie;34,0
2025-04-16;2025-04;Warszawa;WAW/2025/00447;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-04-17;2025-04;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;80,75;95,0;tak;80,75
2025-04-17;2025-04;Warszawa;WAW/2025/00117;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-17;2025-04;Warszawa;WAW/2025/00325;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-17;2025-04;Warszawa;WAW/2025/00444;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;2;39,0;39,0;nie;78,0
2025-04-18;2025-04;Gdańsk;GDA-0151;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-04-18;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-18;2025-04;Warszawa;WAW/2025/00024;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
2025-04-18;2025-04;Warszawa;WAW/2025/00208;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-04-19;2025-04;Gdańsk;GDA-0028;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;2;34,0;34,0;nie;68,0
2025-04-19;2025-04;Gdańsk;GDA-0243;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-19;2025-04;Kraków;;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;2;95,0;95,0;nie;190,0
2025-04-19;2025-04;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-19;2025-04;Warszawa;WAW/2025/00261;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;39,0;39,0;nie;39,0
2025-04-19;2025-04;Warszawa;WAW/2025/00272;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-04-19;2025-04;Warszawa;WAW/2025/00291;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;1;89,0;89,0;nie;89,0
2025-04-20;2025-04;Kraków;;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-20;2025-04;Kraków;;AKC-003;Młynek ręczny stalowy;Akcesoria;1;189,0;189,0;nie;189,0
2025-04-20;2025-04;Kraków;;KAW-099;;Brak w katalogu;1;55,0;;nie;55,0
2025-04-20;2025-04;Kraków;;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-20;2025-04;Warszawa;WAW/2025/00123;HER-005;Yerba Mate Klasyczna 500 g;Herbata;4;32,0;32,0;nie;128,0
2025-04-20;2025-04;Warszawa;WAW/2025/00130;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;80,75;95,0;tak;80,75
2025-04-20;2025-04;Warszawa;WAW/2025/00175;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-04-20;2025-04;Warszawa;WAW/2025/00455;AKC-005;Kubek termiczny 350 ml;Akcesoria;1;50,15;59,0;tak;50,15
2025-04-21;2025-04;Gdańsk;GDA-0031;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;2;42,0;42,0;nie;84,0
2025-04-21;2025-04;Gdańsk;GDA-0230;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-04-21;2025-04;Gdańsk;GDA-0285;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-04-21;2025-04;Gdańsk;GDA-0294;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;33,15;39,0;tak;33,15
2025-04-21;2025-04;Gdańsk;GDA-0299;HER-001;Herbata czarna Assam 100 g;Herbata;2;24,0;24,0;nie;48,0
2025-04-21;2025-04;Kraków;;HER-003;Herbata biała Pai Mu Tan 50 g;Herbata;3;28,9;34,0;tak;86,7
2025-04-21;2025-04;Kraków;;KAW-005;Kawa bezkofeinowa Meksyk 250 g;Kawa;1;33,15;39,0;tak;33,15
2025-04-21;2025-04;Warszawa;WAW/2025/00021;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-21;2025-04;Warszawa;WAW/2025/00136;HER-006;Matcha ceremonialna 30 g;Herbata;1;69,0;69,0;nie;69,0
2025-04-21;2025-04;Warszawa;WAW/2025/00397;AKC-007;Czajnik z gęsią szyjką 1 l;Akcesoria;1;149,0;149,0;nie;149,0
2025-04-22;2025-04;Gdańsk;GDA-0023;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;42,0;42,0;nie;42,0
2025-04-22;2025-04;Gdańsk;GDA-0216;HER-004;Herbata owocowa Malina-Żurawina 100 g;Herbata;2;19,0;19,0;nie;38,0
2025-04-22;2025-04;Gdańsk;GDA-0274;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;2;99,0;99,0;nie;198,0
2025-04-22;2025-04;Kraków;;HER-005;Yerba Mate Klasyczna 500 g;Herbata;1;32,0;32,0;nie;32,0
2025-04-22;2025-04;Kraków;;KAW-004;Kawa mielona Espresso Blend 500 g;Kawa;1;49,0;49,0;nie;49,0
2025-04-22;2025-04;Kraków;;KAW-001;Kawa ziarnista Brazylia Santos 1 kg;Kawa;2;89,0;89,0;nie;178,0
2025-04-22;2025-04;Warszawa;WAW/2025/00003;KAW-003;Kawa ziarnista Kolumbia Supremo 1 kg;Kawa;1;95,0;95,0;nie;95,0
2025-04-22;2025-04;Warszawa;WAW/2025/00144;KAW-002;Kawa ziarnista Etiopia Yirgacheffe 250 g;Kawa;1;35,7;42,0;tak;35,7
2025-04-22;2025-04;Warszawa;WAW/2025/00195;KAW-006;Kawa ziarnista Gwatemala Antigua 1 kg;Kawa;1;99,0;99,0;nie;99,0
2025-04-22;2025-04;Warszawa;WAW/2025/00453;KAW-007;Kapsułki Lungo 30 szt.;Kawa;4;30,6;36,0;tak;122,4
2025-04-22;2025-04;Warszawa;WAW/2025/00457;KAW-007;Kapsułki Lungo 30 szt.;Kawa;1;36,0;36,0;nie;36,0
2025-04-22;2025-04;Warszawa;WAW/2025/00486;HER-002;Herbata zielona Sencha 100 g;Herbata;1;29,0;29,0;nie;29,0
2025-04-23;2025-04;Gdańsk;GDA-0025;HER-001;Herbata czarna Assam 100 g;Herbata;1;24,0;24,0;nie;24,0
